run_id,round,model,model_short,seed,num_agents,num_rounds,num_liars,liar_share,stag_success_threshold,order_ablation,adversary_ablation,heterogeneity_ablation,original_stag_count,public_stag_count,honest_original_stag_rate,liar_original_stag_rate,public_success,honest_realized_payoff,honest_truthful_payoff,intended_success,shared_success,flip_induced_loss,flip_induced_rescue,shared_failure,honest_mechanical_payoff_gap
stag_hunt_simulation_deepseek_20260302_0001_17619c72e7fd,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_17619c72e7fd,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,4,2,1.0,0.75,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0
stag_hunt_simulation_deepseek_20260302_0001_17619c72e7fd,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_17619c72e7fd,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,4,2,1.0,0.75,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0
stag_hunt_simulation_deepseek_20260302_0001_18a4bcf8e388,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1410,5,2,4,0.8,4,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_18a4bcf8e388,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1410,5,2,4,0.8,4,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_18b6a47fde1b,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1337,2,1,0,0.0,1,a1,base,h1,2,2,1.0,,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_1b0fc235c7dc,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1344,2,1,1,0.5,2,a1,base,h1,2,1,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0
stag_hunt_simulation_deepseek_20260302_0001_1d013d29947c,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1405,5,1,4,0.8,3,a1,base,h1,3,1,0.0,0.75,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_1e3026c7de42,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1401,5,4,3,0.6,3,a1,base,h1,4,1,0.5,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0
stag_hunt_simulation_deepseek_20260302_0001_1e3026c7de42,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1401,5,4,3,0.6,3,a1,base,h1,2,3,0.5,0.3333333333333333,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0
stag_hunt_simulation_deepseek_20260302_0001_1e3026c7de42,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1401,5,4,3,0.6,3,a1,base,h1,4,1,0.5,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0
stag_hunt_simulation_deepseek_20260302_0001_1e3026c7de42,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1401,5,4,3,0.6,3,a1,base,h1,4,3,1.0,0.6666666666666666,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_20b223203cf3,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1365,3,4,2,0.6666666666666666,2,a1,base,h1,3,1,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0
stag_hunt_simulation_deepseek_20260302_0001_20b223203cf3,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1365,3,4,2,0.6666666666666666,2,a1,base,h1,1,1,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_20b223203cf3,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1365,3,4,2,0.6666666666666666,2,a1,base,h1,3,1,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0
stag_hunt_simulation_deepseek_20260302_0001_20b223203cf3,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1365,3,4,2,0.6666666666666666,2,a1,base,h1,1,1,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_2a481442a259,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1354,3,2,1,0.3333333333333333,3,a1,base,h1,3,2,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0
stag_hunt_simulation_deepseek_20260302_0001_2a481442a259,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1354,3,2,1,0.3333333333333333,3,a1,base,h1,0,1,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_2bbbbdf7455f,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1372,5,2,1,0.2,2,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_2bbbbdf7455f,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1372,5,2,1,0.2,2,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_2dc689587b43,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1404,5,1,4,0.8,2,a1,base,h1,3,1,0.0,0.75,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_2fa7c6307459,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1363,3,2,2,0.6666666666666666,3,a1,base,h1,1,1,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_2fa7c6307459,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1363,3,2,2,0.6666666666666666,3,a1,base,h1,1,1,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_30d3707f3f46,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1390,5,4,2,0.4,4,a1,base,h1,1,1,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_30d3707f3f46,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1390,5,4,2,0.4,4,a1,base,h1,1,1,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_30d3707f3f46,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1390,5,4,2,0.4,4,a1,base,h1,4,4,1.0,0.5,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_30d3707f3f46,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1390,5,4,2,0.4,4,a1,base,h1,1,1,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_3659475e62b1,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1376,5,4,1,0.2,2,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_3659475e62b1,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1376,5,4,1,0.2,2,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_3659475e62b1,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1376,5,4,1,0.2,2,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_3659475e62b1,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1376,5,4,1,0.2,2,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_3b69f24969ec,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1383,5,2,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_3b69f24969ec,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1383,5,2,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_3b87e040b4fa,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1377,5,4,1,0.2,3,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_3b87e040b4fa,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1377,5,4,1,0.2,3,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_3b87e040b4fa,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1377,5,4,1,0.2,3,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_3b87e040b4fa,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1377,5,4,1,0.2,3,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_402a2fabf2b9,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1387,5,4,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_402a2fabf2b9,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1387,5,4,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_402a2fabf2b9,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1387,5,4,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_402a2fabf2b9,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1387,5,4,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_40ac1d2bd750,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1350,3,1,1,0.3333333333333333,2,a1,base,h1,3,2,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_433581684f99,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1406,5,1,4,0.8,4,a1,base,h1,3,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_46678d8658e7,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1378,5,4,1,0.2,4,a1,base,h1,1,0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_46678d8658e7,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1378,5,4,1,0.2,4,a1,base,h1,1,0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_46678d8658e7,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1378,5,4,1,0.2,4,a1,base,h1,1,0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_46678d8658e7,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1378,5,4,1,0.2,4,a1,base,h1,1,0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_467816fc8d49,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1338,2,1,0,0.0,2,a1,base,h1,2,2,1.0,,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_472ae800ca7f,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_472ae800ca7f,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_472ae800ca7f,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,4,2,1.0,0.75,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0
stag_hunt_simulation_deepseek_20260302_0001_472ae800ca7f,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_489e4fd2ef72,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1358,3,1,2,0.6666666666666666,1,a1,base,h1,3,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_495dc548b194,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1414,5,4,4,0.8,4,a1,base,h1,3,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_495dc548b194,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1414,5,4,4,0.8,4,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_495dc548b194,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1414,5,4,4,0.8,4,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_495dc548b194,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1414,5,4,4,0.8,4,a1,base,h1,3,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_4b7915d67b14,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1339,2,2,0,0.0,1,a1,base,h1,2,2,1.0,,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_4b7915d67b14,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1339,2,2,0,0.0,1,a1,base,h1,2,2,1.0,,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_4eda98a2953a,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1405,5,1,4,0.8,3,a1,base,h1,3,1,0.0,0.75,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_52c0b615ba89,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1410,5,2,4,0.8,4,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_52c0b615ba89,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1410,5,2,4,0.8,4,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_58fff6aa9c32,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1360,3,1,2,0.6666666666666666,3,a1,base,h1,1,1,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_5aa25eb286dc,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1351,3,1,1,0.3333333333333333,3,a1,base,h1,1,0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_62bdf4f7f961,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1387,5,4,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_62bdf4f7f961,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1387,5,4,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_62bdf4f7f961,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1387,5,4,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_62bdf4f7f961,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1387,5,4,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_64514e00fb3f,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1358,3,1,2,0.6666666666666666,1,a1,base,h1,3,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_6a8af7a3e721,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1374,5,2,1,0.2,4,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_6a8af7a3e721,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1374,5,2,1,0.2,4,a1,base,h1,5,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_6cc73510c9c3,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1383,5,2,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_6cc73510c9c3,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1383,5,2,2,0.4,1,a1,base,h1,5,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_70314448c3c2,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1342,2,4,0,0.0,2,a1,base,h1,2,2,1.0,,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_70314448c3c2,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1342,2,4,0,0.0,2,a1,base,h1,2,2,1.0,,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_70314448c3c2,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1342,2,4,0,0.0,2,a1,base,h1,2,2,1.0,,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_70314448c3c2,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1342,2,4,0,0.0,2,a1,base,h1,2,2,1.0,,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_7197cd60e622,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1389,5,4,2,0.4,3,a1,base,h1,2,0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_7197cd60e622,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1389,5,4,2,0.4,3,a1,base,h1,1,1,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_7197cd60e622,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1389,5,4,2,0.4,3,a1,base,h1,4,4,1.0,0.5,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_7197cd60e622,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1389,5,4,2,0.4,3,a1,base,h1,2,0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_73a58d5b2fc8,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_73a58d5b2fc8,2,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,4,2,1.0,0.75,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0
stag_hunt_simulation_deepseek_20260302_0001_73a58d5b2fc8,3,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,2,2,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
stag_hunt_simulation_deepseek_20260302_0001_73a58d5b2fc8,4,openai/deepseek-v3.2-think,deepseek-v3.2-think,1413,5,4,4,0.8,3,a1,base,h1,4,2,1.0,0.75,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0
stag_hunt_simulation_deepseek_20260302_0001_76253d762566,1,openai/deepseek-v3.2-think,deepseek-v3.2-think,1361,3,2,2,0.6666666666666666,1,a1,base,h1,3,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
